tactic,counter,prob
"rw [map_zero, sub_zero]",2,2.261138935681903e-05
"all_goals
  congr
  ext x
  simp",2,2.261138935681903e-05
"on_goal -1 => rw [map_zero, sub_zero]",2,2.261138935681903e-05
convert_to φ f - φ 0 = φ f using 2,2,2.261138935681903e-05
"simp [normalize_eq_mkRat, Int.neg_neg]",2,2.261138935681903e-05
"simp only [limit.lift_π, WidePullbackShape.mkCone_pt, WidePullbackShape.mkCone_π_app]",2,2.261138935681903e-05
refine congr_fun ?_ _,2,2.261138935681903e-05
have h2t := hf ht,2,2.261138935681903e-05
"refine ⟨t, ?_⟩",2,2.261138935681903e-05
rw [SetLike.ext'_iff] at hs ⊢,2,2.261138935681903e-05
"rw [← disjoint_compl_right_iff_subset, compl_iUnion, disjoint_iff] at hsU",2,2.261138935681903e-05
refine IsClosed.isLeast_csInf ?_ bounds_nonempty bounds_bddBelow,2,2.261138935681903e-05
"exact ⟨s, ⟨s, rfl, rfl⟩, si⟩",2,2.261138935681903e-05
"exact ⟨t, rfl, si⟩",2,2.261138935681903e-05
"rintro ⟨s, ⟨t, rfl, rfl⟩, si⟩",2,2.261138935681903e-05
exact dif_neg hi,2,2.261138935681903e-05
exact limsup_const_bot,2,2.261138935681903e-05
rw [LinearMap.mem_range],2,2.261138935681903e-05
ext φ,2,2.261138935681903e-05
"rw [← Ordinal.le_zero, ← h]",2,2.261138935681903e-05
by_cases ht : t ∈ support f,2,2.261138935681903e-05
rw [Set.mem_singleton_iff] at hb,2,2.261138935681903e-05
simp only [← add_assoc],2,2.261138935681903e-05
haveI := Classical.decPred fun x => x ∈ s,2,2.261138935681903e-05
intro hyp g hg,2,2.261138935681903e-05
simp_rw [mul_comm _ t],2,2.261138935681903e-05
rwa [← hs_eq] at h,2,2.261138935681903e-05
rwa [Filter.EventuallyEq.fderiv_eq],2,2.261138935681903e-05
letI := invertibleOfNonzero (two_ne_zero' α),2,2.261138935681903e-05
refine mul_eq_zero_of_left ?_ _,2,2.261138935681903e-05
exact quasiIso_comp φ φ',2,2.261138935681903e-05
"obtain ⟨c₁, hc₁_mem, c₂, hc₂_mem, hf⟩ := hf b hb",2,2.261138935681903e-05
"exact (⟨
ay.imp fun ⟨h'⟩ => ⟨(TransCmp.cmp_congr_right h).trans h'⟩,
yb.imp fun ⟨h'⟩ => ⟨(TransCmp.cmp_congr_left h).trans h'⟩, ha, hb⟩)",2,2.261138935681903e-05
"next h => exact (⟨
  ay.imp fun ⟨h'⟩ => ⟨(TransCmp.cmp_congr_right h).trans h'⟩,
  yb.imp fun ⟨h'⟩ => ⟨(TransCmp.cmp_congr_left h).trans h'⟩, ha, hb⟩)",2,2.261138935681903e-05
"rintro (⟨hs, b, hb⟩ | ⟨ht, a, ha⟩)",2,2.261138935681903e-05
"obtain ⟨n, rfl⟩ := Nat.exists_eq_succ_of_ne_zero hn.ne'",2,2.261138935681903e-05
"simp only [eval₂_eq_sum, sum_def]",2,2.261138935681903e-05
rw [mem_stabilizer_iff],2,2.261138935681903e-05
"simp only [eq_iff_iff, mem_setOf_eq, mem_union, mem_diff]",2,2.261138935681903e-05
erw [mem_lieSpan],2,2.261138935681903e-05
rw [RingHom.FiniteType],2,2.261138935681903e-05
rw [gaussianPDFReal],2,2.261138935681903e-05
"rintro - ⟨x, -, rfl⟩",2,2.261138935681903e-05
rw [Function.update_noteq h],2,2.261138935681903e-05
rcases eq_or_lt_of_le h with (rfl | h),2,2.261138935681903e-05
cases w₁,2,2.261138935681903e-05
cases w₂,2,2.261138935681903e-05
simp [cokernelIsoOfEq],2,2.261138935681903e-05
by_cases h : i = 0,2,2.261138935681903e-05
"rw [HasEigenvalue, Submodule.ne_bot_iff]",2,2.261138935681903e-05
"rw [@Fact.out (finrank ℝ E = 2), Fintype.card_fin]",2,2.261138935681903e-05
haveI := hfg.epi,2,2.261138935681903e-05
simpa only [H] using h₂,2,2.261138935681903e-05
rcases eq_or_ne z 0 with (rfl | h₀),2,2.261138935681903e-05
"exact ⟨fun h => by rw [h, mul_zero], eq_zero_of_mul_self_eq_zero ∘ Eq.symm⟩",2,2.261138935681903e-05
"simp [coeFn_def, Measure.prod_apply s_mble]",2,2.261138935681903e-05
"obtain ⟨a, ha, rfl⟩ := hf.surjOn hb",2,2.261138935681903e-05
rw [dist_comm z],2,2.261138935681903e-05
simpa only [hc],2,2.261138935681903e-05
exact Iio_subset_Iic_self,2,2.261138935681903e-05
subst er,2,2.261138935681903e-05
simpa only [zero_mul] using mul_lt_mul_of_pos_right ha hb,2,2.261138935681903e-05
"rw [← inner_conj_symm, mul_comm]",2,2.261138935681903e-05
exact re_eq_norm_of_mul_conj (inner y x),2,2.261138935681903e-05
"rw [rpow_mul hx, rpow_natCast]",2,2.261138935681903e-05
let s := sqrt n,2,2.261138935681903e-05
"simp [PreservesPullback.iso, Iso.inv_comp_eq]",2,2.261138935681903e-05
rcases lt_trichotomy θ.toReal 0 with (h | h | h),2,2.261138935681903e-05
refine sum_congr rfl fun j j_in => ?_,2,2.261138935681903e-05
"rw [← Nat.card_uIcc, ← map_subtype_embedding_uIcc, card_map]",2,2.261138935681903e-05
simp_rw [← mul_assoc],2,2.261138935681903e-05
exact isClosedMap_const,2,2.261138935681903e-05
exact max_lt h1 h2,2,2.261138935681903e-05
rw [mem_descSet_singleton],2,2.261138935681903e-05
"refine fun _ ↦ ⟨fun h x hx hxs ↦ ?_, fun h t ht hst ↦ Eq.symm <| hst.antisymm (fun x hxs ↦ ?_)⟩",2,2.261138935681903e-05
rw [← Real.rpow_natCast],2,2.261138935681903e-05
"rw [single_eq_same, single_eq_same, single_eq_same]",2,2.261138935681903e-05
rw [zipWith_apply],2,2.261138935681903e-05
exact swap ..,2,2.261138935681903e-05
exact cons _ ih,2,2.261138935681903e-05
exact fun ha _ => succ_le_iff.mpr (pos_of_dvd_of_pos ha h.bot_lt),2,2.261138935681903e-05
simp [snorm'],2,2.261138935681903e-05
have : TopologicalAddGroup E := hp.topologicalAddGroup,2,2.261138935681903e-05
exact Quot.mk Setoid.r (neg x),2,2.261138935681903e-05
"have : ∀ x, x ∈ Set.range c.inl ∨ x ∈ Set.range c.inr := by
  rw [eq_compl_iff_isCompl.mpr h₃.symm]
  exact fun _ => or_not",2,2.261138935681903e-05
refine ⟨BinaryCofan.IsColimit.mk _ ?_ ?_ ?_ ?_⟩,2,2.261138935681903e-05
rw [kernel.withDensity_apply'],2,2.261138935681903e-05
exact (NeZero.ne 0 rfl).elim,2,2.261138935681903e-05
convert hasFDerivAt_stereoInvFunAux_comp_coe (-v : E),2,2.261138935681903e-05
"rintro ⟨ε, ε0, H⟩",2,2.261138935681903e-05
exact (hu'.mul_continuousOn hv).add (hv'.continuousOn_mul hu),2,2.261138935681903e-05
by_cases hf : Integrable (fun x ↦ exp (f x)) μ,2,2.261138935681903e-05
exact hf.integrableOn.div_const _,2,2.261138935681903e-05
exact ae_of_all _ (fun _ ↦ by positivity),2,2.261138935681903e-05
linarith only [hf.secant_mono_aux1 hx hz hxy hyz],2,2.261138935681903e-05
apply RespectsIso.of_respects_arrow_iso,2,2.261138935681903e-05
"rw [← P.map_comp, ← op_comp, pullback.condition]",2,2.261138935681903e-05
rw [Function.iterate_succ_apply'],2,2.261138935681903e-05
rw [hn] at h,2,2.261138935681903e-05
exact lt_irrefl 0 h,2,2.261138935681903e-05
intros b _,2,2.261138935681903e-05
"obtain ⟨n, rfl⟩ := hf.2 ha hb",2,2.261138935681903e-05
rw [← latticeBasis_apply],2,2.261138935681903e-05
ext g',2,2.261138935681903e-05
simp [homEquiv_apply],2,2.261138935681903e-05
"have : Fintype.card (Fin d → Fq) < Fintype.card (Fin m.succ) := by
  simpa using lt_of_le_of_lt hm (Nat.lt_succ_self m)",2,2.261138935681903e-05
"obtain ⟨i₀, i₁, i_ne, i_eq⟩ := Fintype.exists_ne_map_eq_of_card_lt f this",2,2.261138935681903e-05
by_cases hbj : degree b ≤ j,2,2.261138935681903e-05
simpa using lt_of_le_of_lt hm (Nat.lt_succ_self m),2,2.261138935681903e-05
"rw [mul_assoc, Units.mul_inv, mul_one]",2,2.261138935681903e-05
convert (rfl : ⅟ (fromBlocks A B C D) = _),2,2.261138935681903e-05
"dsimp [wellOrderSucc, WellFounded.succ]",2,2.261138935681903e-05
rw [exists_prop],2,2.261138935681903e-05
apply t,2,2.261138935681903e-05
haveI := hasPullbacks.has_pullbacks hf₁ hf₂,2,2.261138935681903e-05
"dsimp [transferNatTransSelf, transferNatTrans]",2,2.261138935681903e-05
apply stereographic_neg_apply,2,2.261138935681903e-05
simp only [AddEquivClass.map_eq_zero_iff],2,2.261138935681903e-05
dsimp [stereographic'],2,2.261138935681903e-05
show stereographic' n (-v) v = 0,2,2.261138935681903e-05
"rw [SetLike.mem_coe, RingHom.mem_ker] at hf ⊢",2,2.261138935681903e-05
simp only [],2,2.261138935681903e-05
nth_rw 1 [← rpow_one x],2,2.261138935681903e-05
exact hg _ (hf _ hs),2,2.261138935681903e-05
exact (mul_le_mul_left hr).mpr a_h_left_left,2,2.261138935681903e-05
"rcases n_dvd with ⟨k, rfl⟩",2,2.261138935681903e-05
"rw [List.length_cons, Nat.succ_inj'] at hn",2,2.261138935681903e-05
have : n ≠ 0 := by rintro rfl; simp at hn,2,2.261138935681903e-05
"obtain ⟨c₁, hc₁_mem : 0 < c₁, c₂, hc₂_mem : 0 < c₂, hf⟩ := hf",2,2.261138935681903e-05
specialize hfg (c := 1/2) (by norm_num),2,2.261138935681903e-05
"filter_upwards [hf,
                (tendsto_id.const_mul_atTop hb.1).eventually_forall_ge_atTop hfg,
                (tendsto_id.const_mul_atTop hb.1).eventually_forall_ge_atTop hf',
                eventually_ge_atTop 0] with x hf₁ hfg' hf₂ hx_nonneg",2,2.261138935681903e-05
have hbx : b * x ≤ x := by nth_rewrite 2 [← one_mul x]; gcongr,2,2.261138935681903e-05
simp [countP_eq_card_filter],2,2.261138935681903e-05
"intro u ⟨hu_lb, hu_ub⟩",2,2.261138935681903e-05
apply GaloisConnection.l_bot,2,2.261138935681903e-05
nth_rewrite 2 [← one_mul x],2,2.261138935681903e-05
rw [mem_preimage],2,2.261138935681903e-05
exact le_norm_self (g x),2,2.261138935681903e-05
exact neg_abs_le (g x),2,2.261138935681903e-05
exact neg_abs_le _,2,2.261138935681903e-05
"exact (hf₁ u ⟨hu_lb, hu_ub⟩).1",2,2.261138935681903e-05
exact le_norm_self (g u),2,2.261138935681903e-05
"exact (hf₁ u ⟨hu_lb, hu_ub⟩).2",2,2.261138935681903e-05
rw [((contMDiff_coe_sphere v).mdifferentiableAt le_top).mfderiv],2,2.261138935681903e-05
rw [← AddSubgroup.mem_carrier],2,2.261138935681903e-05
filter_upwards [ae_all_iff.2 this] with ω hω,2,2.261138935681903e-05
"rwa [neg_neg, ← neg_mul, ← neg_div]",2,2.261138935681903e-05
exact Set.mem_range_self i,2,2.261138935681903e-05
refine Submodule.sum_smul_mem _ _ (fun i _ ↦ Submodule.subset_span ?_),2,2.261138935681903e-05
rw [eq_compl_iff_isCompl.mpr h₃.symm],2,2.261138935681903e-05
intro c t ht htμ ε hε,2,2.261138935681903e-05
exact hη _ μs.le,2,2.261138935681903e-05
"rw [← snorm_neg, neg_sub, ← indicator_diff st]",2,2.261138935681903e-05
"have : ∀ᶠ (n : ℤ) in cofinite, n ≠ 0 :=
  Int.cofinite_eq ▸ (mem_sup.mpr ⟨eventually_ne_atBot 0, eventually_ne_atTop 0⟩)",2,2.261138935681903e-05
filter_upwards [this] with n hn,2,2.261138935681903e-05
erw [Equiv.refl_apply],2,2.261138935681903e-05
"have I1 : snorm ((s.indicator fun _y => c) - t.indicator fun _y => c) p μ ≤ δ := by
  rw [← snorm_neg, neg_sub, ← indicator_diff st]
  exact hη _ μs.le",2,2.261138935681903e-05
have hsμ : μ s < ∞ := (measure_mono st).trans_lt htμ,2,2.261138935681903e-05
refine Measurable.ennreal_toReal ?_,2,2.261138935681903e-05
exact Int.one_le_abs hn,2,2.261138935681903e-05
"rw [min_eq_inf_withTop, inf_image]",2,2.261138935681903e-05
have hη_pos' : (0 : ℝ≥0∞) < η := ENNReal.coe_pos.2 ηpos,2,2.261138935681903e-05
"obtain ⟨η, ηpos, hη⟩ :
    ∃ η : ℝ≥0, 0 < η ∧ ∀ s : Set α, μ s ≤ η → snorm (s.indicator fun _x => c) p μ ≤ δ :=
  exists_snorm_indicator_le hp c δpos.ne'",2,2.261138935681903e-05
"rcases exists_Lp_half E μ p hε with ⟨δ, δpos, hδ⟩",2,2.261138935681903e-05
apply hf.induction_dense hp _ _ _ _ hε,2,2.261138935681903e-05
simp_rw [map_rat_smul],2,2.261138935681903e-05
exact subset_sUnion_of_mem,2,2.261138935681903e-05
rw [lift],2,2.261138935681903e-05
dsimp [desc],2,2.261138935681903e-05
simp only [LinearIsometryEquiv.apply_symm_apply],2,2.261138935681903e-05
apply monotone_nat_of_le_succ,2,2.261138935681903e-05
have hq2 : q ^ 2 = -normSq q := sq_eq_neg_normSq.mpr hq,2,2.261138935681903e-05
"rw [← G.map_comp, cokernel.condition, G.map_zero]",2,2.261138935681903e-05
"split_ifs <;> exact congr_arg _ (Equiv.apply_ofInjective_symm _ ⟨_, _⟩).symm",2,2.261138935681903e-05
rintro T _ _ m rfl rfl,2,2.261138935681903e-05
"have : c.inr x ∈ Set.range c.inl ⊓ Set.range c.inr := ⟨⟨_, e⟩, ⟨_, rfl⟩⟩",2,2.261138935681903e-05
exact fun _ => or_not,2,2.261138935681903e-05
"dsimp [sheafificationWhiskerRightIso, sheafifyCompIso]",2,2.261138935681903e-05
"simp only [Category.id_comp, Category.comp_id]",2,2.261138935681903e-05
rw [← summable_jacobiTheta₂_term_iff (z := z)],2,2.261138935681903e-05
rw [isProperMap_iff_clusterPt],2,2.261138935681903e-05
"rw [← succ_lt_succ_iff, succ_pred]",2,2.261138935681903e-05
refine (Scheme.image_basicOpen (X.ofRestrict U.openEmbedding) r).trans ?_,2,2.261138935681903e-05
"rw [← Basis.sum_repr (integralBasis K) x, map_sum]",2,2.261138935681903e-05
apply (o.basisRightAngleRotation a ha).ext,2,2.261138935681903e-05
split <;> simp [Ordered],2,2.261138935681903e-05
rw [h] at hk,2,2.261138935681903e-05
refine one_le_iff_ne_zero.2 fun h => ?_,2,2.261138935681903e-05
cases H₂,2,2.261138935681903e-05
cases H₁,2,2.261138935681903e-05
refine ⟨fun H₁ H₂ => ?_⟩,2,2.261138935681903e-05
simp only [gronwallBound_of_K_ne_0 hK],2,2.261138935681903e-05
subst N_bot,2,2.261138935681903e-05
by_cases N_bot : N = ⊥,2,2.261138935681903e-05
"refine stronglyMeasurable_iff_measurable_separable.2 ⟨?_, ?_⟩",2,2.261138935681903e-05
rw [H₁],2,2.261138935681903e-05
"simp [← Ici_inter_Iic, inter_comm]",2,2.261138935681903e-05
rw [tendsto_pi_nhds] at lim,2,2.261138935681903e-05
apply mem_iUnion_of_mem n,2,2.261138935681903e-05
"rw [sum_range_succ, ← sum_Ico_consecutive]",2,2.261138935681903e-05
"simp [pow_succ, mul_two]",2,2.261138935681903e-05
simp [ofMul],2,2.261138935681903e-05
clear hm,2,2.261138935681903e-05
"simp only [Nat.zero_mod, map_nil]",2,2.261138935681903e-05
rw [xInTermsOfW_eq],2,2.261138935681903e-05
choose hxU hUo using hxU,2,2.261138935681903e-05
rw [mem_range] at hj,2,2.261138935681903e-05
have H : Summable fun _ : α => (1 : ℝ) := by simpa using hf,2,2.261138935681903e-05
simp only [Function.update_same],2,2.261138935681903e-05
simp only [mem_setOf_eq],2,2.261138935681903e-05
rw [Finset.inf_eq_iInf],2,2.261138935681903e-05
apply v.mul_measure_le_of_subset_lt_limRatioMeas hρ,2,2.261138935681903e-05
"rw [← snorm_neg, neg_sub] at hg",2,2.261138935681903e-05
by_cases h : x ∈ s <;> simp [h] at hz,2,2.261138935681903e-05
"simp [singleMapHomologicalComplex, singleObjXSelf, singleObjXIsoOfEq, eqToHom_map]",2,2.261138935681903e-05
by_contra! ha,2,2.261138935681903e-05
apply not_mem_empty,2,2.261138935681903e-05
refine @Set.subset_iUnion₂ _ _ _ (fun i => fun _ => ↑((single R i) '' ((N F i) : Set M))) i ?_,2,2.261138935681903e-05
refine Set.Subset.trans ?_ Submodule.subset_span,2,2.261138935681903e-05
"rw [sup_sup_sup_comm, sup_idem]",2,2.261138935681903e-05
"rintro _ ⟨m, hm, rfl⟩",2,2.261138935681903e-05
cases' x with a b,2,2.261138935681903e-05
"simp only [EReal.coe_zero, zero_add]",2,2.261138935681903e-05
congr 1 with n : 1,2,2.261138935681903e-05
"rw [← IsIso.comp_inv_eq, Category.assoc, ← IsIso.eq_inv_comp]",2,2.261138935681903e-05
"exact ⟨_, mem _ _ hx⟩",2,2.261138935681903e-05
intro x z hz,2,2.261138935681903e-05
refine Filter.eventually_of_forall fun x' => ?_,2,2.261138935681903e-05
"exacts [hs, IH₁ h hs.1, IH₂ h hs.2]",2,2.261138935681903e-05
simp (config := { contextual := true }) [hz],2,2.261138935681903e-05
let e := (stdOrthonormalBasis ℝ V).repr.symm,2,2.261138935681903e-05
exact fun _ => ⟨⟨eq (isUniversalOfIsLeftKanExtension _ _)⟩⟩,2,2.261138935681903e-05
exact fun _ => ⟨⟨eq.symm (isUniversalOfIsLeftKanExtension _ _)⟩⟩,2,2.261138935681903e-05
simp [hζ.toInteger_cube_eq_one],2,2.261138935681903e-05
dsimp [Hom.appLE],2,2.261138935681903e-05
obtain rfl | h := Decidable.eq_or_ne i j,2,2.261138935681903e-05
letI : Algebra L E := σ.toRingHom.toAlgebra,2,2.261138935681903e-05
"rintro _ ⟨z, rfl⟩",2,2.261138935681903e-05
"simp only [algHomEquivSigma, Equiv.coe_fn_mk, AlgHom.restrictDomain, AlgHom.comp_apply,
  IsScalarTower.coe_toAlgHom']",2,2.261138935681903e-05
have A : CompleteSpace ℝ := by infer_instance,2,2.261138935681903e-05
"obtain ⟨k, hk⟩ := k",2,2.261138935681903e-05
dsimp [limitFlipCompLimIsoLimitCompLim],2,2.261138935681903e-05
rcases h with (rfl | h) <;> [exact hs; exact IH h hs],2,2.261138935681903e-05
rcases h with (rfl | h | h),2,2.261138935681903e-05
generalize e : cond .. = z,2,2.261138935681903e-05
"simp [Nat.findGreatest, h]",2,2.261138935681903e-05
"rw [Multiset.map_add, Multiset.prod_add]",2,2.261138935681903e-05
use Wx + Wy,2,2.261138935681903e-05
apply B,2,2.261138935681903e-05
"have hy : a • x + b • z = y := by field_simp [a, b]; ring",2,2.261138935681903e-05
"rw [← cancel_mono f, hl, lift_fac]",2,2.261138935681903e-05
set b := (y - x) / (z - x),2,2.261138935681903e-05
set a := (z - y) / (z - x),2,2.261138935681903e-05
by_cases h_prM : M.IsPrime,2,2.261138935681903e-05
rw [← sub_pos] at hxy hxz hyz,2,2.261138935681903e-05
have hxz := hxy.trans hyz,2,2.261138935681903e-05
rw [nmul],2,2.261138935681903e-05
obtain _ | _ | _ := x <;> rfl,2,2.261138935681903e-05
field_simp [Real.exp_ne_zero],2,2.261138935681903e-05
apply extendFrom_eq,2,2.261138935681903e-05
rw [List.take_reverse j (by simpa)],2,2.261138935681903e-05
let F : E →L[ℝ] Completion E := Completion.toComplL,2,2.261138935681903e-05
dsimp only [FactorSetMem],2,2.261138935681903e-05
dsimp only [Membership.mem],2,2.261138935681903e-05
rw [← Option.some_inj],2,2.261138935681903e-05
"simp only [le_of_lt hab, left_mem_Icc, right_mem_Icc]",2,2.261138935681903e-05
"rwa [B, ← Embedding.tendsto_nhds_iff] at A",2,2.261138935681903e-05
exact (Completion.uniformEmbedding_coe E).embedding,2,2.261138935681903e-05
apply F.integrable_comp fint,2,2.261138935681903e-05
apply F.integrable_comp f'int,2,2.261138935681903e-05
rw [coe_singleton],2,2.261138935681903e-05
apply IntegrableAtFilter.eq_zero_of_tendsto this ?_ A,2,2.261138935681903e-05
exact measure_mono hb,2,2.261138935681903e-05
exact Submodule.map_id _,2,2.261138935681903e-05
"rcases exists_lt_of_csInf_lt (range_nonempty _) I with ⟨r', ⟨z', rfl⟩, hr'⟩",2,2.261138935681903e-05
"rw [hp, mirror_zero]",2,2.261138935681903e-05
"rw [this, ContinuousLinearMap.smul_apply]",2,2.261138935681903e-05
"exacts [⟨_, hx⟩, nonempty_of_mem_parts _ (hA hx), ⟨_, hy⟩, nonempty_of_mem_parts _ (hB hy)]",2,2.261138935681903e-05
"exact hf'_mono ⟨hxa, haw.trans hwy⟩ ⟨hxw.trans hwb, hby⟩ (haw.trans hwb)",2,2.261138935681903e-05
"exact (hf'_mono ⟨hxw, hwy⟩ ⟨hxw.trans hwb, hby⟩ hwb).le",2,2.261138935681903e-05
rw [← one_shiftLeft],2,2.261138935681903e-05
rwa [h] at hp,2,2.261138935681903e-05
rw [SpectrumRestricts.nnreal_iff],2,2.261138935681903e-05
exact hn h,2,2.261138935681903e-05
simpa [ZMod] using not_subsingleton _,2,2.261138935681903e-05
"rw [h₁, zero_mul]",2,2.261138935681903e-05
rw [typein_enum],2,2.261138935681903e-05
apply and_congr Iff.rfl,2,2.261138935681903e-05
"simp only [Iso.trans_inv, Iso.symm_inv, Iso.hom_inv_id_assoc]",2,2.261138935681903e-05
push_neg at hn,2,2.261138935681903e-05
"refine mul_pos (mul_pos ?_ ?_) (mul_pos ?_ ?_) <;> rw [cast_pos, Finset.card_pos]",2,2.261138935681903e-05
exact Or.inr hc,2,2.261138935681903e-05
exact Int.pow_sub_pow hp hp1 hxy hx n,2,2.261138935681903e-05
refine mul_le_of_le_one_right (by sz_positivity) ?_,2,2.261138935681903e-05
have hp0 : 0 ≤ p := le_of_lt hp0_lt,2,2.261138935681903e-05
simp [subset_iff],2,2.261138935681903e-05
apply Subset.trans (vars_pow _ _),2,2.261138935681903e-05
apply empty_subset,2,2.261138935681903e-05
exact mod_cast _root_.zero_le _,2,2.261138935681903e-05
rw [toEuclidean.toHomeomorph.nhds_eq_comap x],2,2.261138935681903e-05
simp [hp1],2,2.261138935681903e-05
simp [insertNone],2,2.261138935681903e-05
"rintro ⟨⟨⟨f, _⟩, _⟩, _⟩ ⟨⟨⟨g, _⟩, _⟩, _⟩ h",2,2.261138935681903e-05
rw [← Sieve.pullback_comp],2,2.261138935681903e-05
exact i.2,2,2.261138935681903e-05
apply right_ne_zero_of_mul ht,2,2.261138935681903e-05
"exact hf'_mono ⟨hxw, hwy⟩ ⟨hxw.trans hz.1, hz.2⟩ hz.1",2,2.261138935681903e-05
exact hf'_mono.mono (Ioo_subset_Ioo hxw.le le_rfl),2,2.261138935681903e-05
refine hf.mono (Icc_subset_Icc hxw.le le_rfl),2,2.261138935681903e-05
"exact hf'_mono ⟨hz.1, hz.2.trans hwy⟩ ⟨hxw, hwy⟩ hz.2",2,2.261138935681903e-05
"let ψ : mk₃ (0 : R₁.obj' 0 ⟶ _) (R₁.map' 0 1) (R₁.map' 1 2) ⟶
  mk₃ (0 : R₁.obj' 0 ⟶ _) (R₂.map' 0 1) (R₂.map' 1 2) := homMk₃ (𝟙 _) (app' φ 0) (app' φ 1)
    (app' φ 2) (by simp) (naturality' φ 0 1) (naturality' φ 1 2)",2,2.261138935681903e-05
rw [ShortComplex.exact_iff_mono _ (by simp)],2,2.261138935681903e-05
simp [imp_iff_not_or],2,2.261138935681903e-05
exact hR₂',2,2.261138935681903e-05
"rwa [factors_prod, factors_prod] at this",2,2.261138935681903e-05
"rw [← ofReal_add, ofReal_ne_zero]",2,2.261138935681903e-05
"norm_num [catalan_eq_centralBinom_div, Nat.centralBinom, Nat.choose]",2,2.261138935681903e-05
"simp [← Ioi_inter_Iic, h]",2,2.261138935681903e-05
"simp [eq_univ_iff_forall, forall_and]",2,2.261138935681903e-05
apply Finset.biUnion_mono,2,2.261138935681903e-05
haveI := h₁.fst,2,2.261138935681903e-05
haveI := h₂.fst,2,2.261138935681903e-05
"rw [h₁, h₂, ENNReal.ofReal]",2,2.261138935681903e-05
apply NNReal.eq,2,2.261138935681903e-05
rw [coeff_scaleRoots],2,2.261138935681903e-05
rw [Finset.forall_mem_cons] at hf,2,2.261138935681903e-05
"refine ⟨hq, ?_⟩",2,2.261138935681903e-05
"rw [← hp.degree_le_zero_iff_eq_one, not_le] at h",2,2.261138935681903e-05
refine (lt_trans ?_ h).ne',2,2.261138935681903e-05
rw [inf_of_le_left hm],2,2.261138935681903e-05
"simp_all only [orderTop_zero, implies_true]",2,2.261138935681903e-05
"by_cases h : ∀ w ∈ Ioo x y, deriv f w ≠ 0",2,2.261138935681903e-05
"rcases h with ⟨w, ⟨hxw, hwy⟩, hw⟩",2,2.261138935681903e-05
"simp only [hf, inter_comm]",2,2.261138935681903e-05
"rcases p with ⟨x, y⟩",2,2.261138935681903e-05
exact hf.mono (Icc_subset_Icc le_rfl hwy.le),2,2.261138935681903e-05
exact hf'_mono.mono (Ioo_subset_Ioo le_rfl hwy.le),2,2.261138935681903e-05
simp [add_comm _ n],2,2.261138935681903e-05
rw [hy] at key,2,2.261138935681903e-05
"rw [Multiset.map_singleton, Multiset.prod_singleton]",2,2.261138935681903e-05
rw [hs.ncard],2,2.261138935681903e-05
rw [s.eq_empty_of_isEmpty],2,2.261138935681903e-05
rintro (_ | i),2,2.261138935681903e-05
"rcases NNReal.exists_pos_sum_of_countable ε0.ne' ℕ with ⟨δ, δ0, c, hδc, hcε⟩",2,2.261138935681903e-05
exact s.one_mem,2,2.261138935681903e-05
refine le_trans ?_ (NNReal.coe_lt_coe.2 hcε).le,2,2.261138935681903e-05
have : Module ℚ E := Module.compHom E (algebraMap ℚ K),2,2.261138935681903e-05
have : Module.Finite ℤ L := module_finite K L,2,2.261138935681903e-05
"rw [← s.w (line j), parallelFamily_map_left]",2,2.261138935681903e-05
refine Finset.sum_congr ?_ fun _ _ => rfl,2,2.261138935681903e-05
"rw [← inter_cylinder, h_eq, inter_self]",2,2.261138935681903e-05
"rw [← pa, ← p.out, ← neg_one_mul]",2,2.261138935681903e-05
apply le_trans _ H.1,2,2.261138935681903e-05
apply encard_le_encard_diff_add_encard,2,2.261138935681903e-05
cases' s.finite_or_infinite with hs hs,2,2.261138935681903e-05
refine eq_sub_of_add_eq ?_,2,2.261138935681903e-05
linarith only [sq_nonneg δ],2,2.261138935681903e-05
linarith only [hδ2],2,2.261138935681903e-05
"rw [← C_1, ← au, RingHom.map_mul, ← mul_assoc]",2,2.261138935681903e-05
let S := Presheaf.imageSieve α r ⊓ Presheaf.imageSieve α r' ⊓ Presheaf.imageSieve φ m,2,2.261138935681903e-05
have D : 0 ≤ 1 - δ / 4 := by linarith only [hδ2],2,2.261138935681903e-05
simp [comm],2,2.261138935681903e-05
apply dist_le,2,2.261138935681903e-05
refine congr_arg v ?_,2,2.261138935681903e-05
obtain rfl : j = 0 := by omega,2,2.261138935681903e-05
simp [ite_eq_right_iff.2 Eq.symm],2,2.261138935681903e-05
"rw [← Finset.mul_sum, R.sumCoeffsExp_p_eq_one, mul_one]",2,2.261138935681903e-05
exact h_sumTransform n hn i,2,2.261138935681903e-05
"simp_rw [asympBound_def', sumTransform_def]",2,2.261138935681903e-05
"rw [← withDensity_apply f hs, ← withDensity_apply g hs, ← hfg]",2,2.261138935681903e-05
simp [φ],2,2.261138935681903e-05
exact preimage_smul_closedBall (MulOpposite.op a) b r,2,2.261138935681903e-05
apply Set.iUnionLift_mk,2,2.261138935681903e-05
split <;> (intro h; subst h; simp),2,2.261138935681903e-05
simp [maximum_cons],2,2.261138935681903e-05
"obtain ⟨d, hcd⟩ := exists_add_of_le hc.le",2,2.261138935681903e-05
"rw [add_left_comm, ← add_mul, ← hcd, zero_mul, add_zero]",2,2.261138935681903e-05
